timestamp,open,high,low,close,volume
2026-06-30 09:30:00,201.02,202.38,200.85,201.9319,1469642
2026-06-30 09:31:00,201.95,203.53,201.9175,203.05,1206278
2026-06-30 09:32:00,203.05,203.73,202.9802,203.55,934013
2026-06-30 09:33:00,203.5812,203.78,203.21,203.655,850171
2026-06-30 09:34:00,203.6574,203.75,203.13,203.7,711645
2026-06-30 09:35:00,203.67,204.5699,203.39,204.45,1121235
2026-06-30 09:36:00,204.45,204.68,204.02,204.6444,880491
2026-06-30 09:37:00,204.64,205.0,204.33,204.913,939177
2026-06-30 09:38:00,204.91,205.36,204.87,205.16,1263048
2026-06-30 09:39:00,205.14,205.25,204.85,205.0,770673
2026-06-30 09:40:00,204.99,205.1,203.98,204.34,840708
2026-06-30 09:41:00,204.31,205.8,204.26,205.45,911929
2026-06-30 09:42:00,205.49,205.94,205.31,205.49,828313
2026-06-30 09:43:00,205.5,206.0,205.4401,205.72,511761
2026-06-30 09:44:00,205.7033,206.0,205.42,205.84,745026
2026-06-30 09:45:00,205.84,206.69,205.44,206.625,1093109
2026-06-30 09:46:00,206.67,207.55,206.55,206.82,1282143
2026-06-30 09:47:00,206.81,206.945,206.1,206.36,835623
2026-06-30 09:48:00,206.36,206.44,204.9201,205.468,868747
2026-06-30 09:49:00,205.4901,206.5,204.97,205.035,802329
2026-06-30 09:50:00,205.0799,205.3,204.2415,204.6,727665
2026-06-30 09:51:00,204.6,205.78,204.5775,205.78,626790
2026-06-30 09:52:00,205.745,206.0,205.27,205.4192,459616
2026-06-30 09:53:00,205.3725,206.67,205.3208,206.47,589292
2026-06-30 09:54:00,206.48,206.5,205.91,206.085,381629
2026-06-30 09:55:00,206.11,206.6,206.0,206.57,464218
2026-06-30 09:56:00,206.58,206.92,206.42,206.7924,518862
2026-06-30 09:57:00,206.77,206.95,201.0299,206.8195,418874
2026-06-30 09:58:00,206.7601,207.05,206.25,206.6898,622571
2026-06-30 09:59:00,206.66,206.75,205.84,206.25,491300
2026-06-30 10:00:00,206.25,207.3694,206.245,207.32,651254
2026-06-30 10:01:00,207.32,208.78,207.3,208.74,1322180
2026-06-30 10:02:00,208.72,208.82,208.18,208.56,711290
2026-06-30 10:03:00,208.564,208.564,207.98,208.08,564975
2026-06-30 10:04:00,208.09,208.47,208.02,208.115,427662
2026-06-30 10:05:00,208.14,208.15,207.6,207.7551,464772
2026-06-30 10:06:00,207.7217,207.95,207.1601,207.4699,442625
2026-06-30 10:07:00,207.46,208.0,207.17,207.9981,526775
2026-06-30 10:08:00,207.95,208.9,207.95,208.86,757144
2026-06-30 10:09:00,208.85,209.0,208.62,208.975,644915
2026-06-30 10:10:00,208.9501,209.05,208.41,208.72,711265
2026-06-30 10:11:00,208.72,208.7299,207.81,207.96,555022
2026-06-30 10:12:00,207.9687,208.73,207.95,208.655,521257
2026-06-30 10:13:00,208.72,208.81,208.1201,208.48,497422
2026-06-30 10:14:00,208.46,208.475,207.66,207.7601,447601
2026-06-30 10:15:00,207.7945,207.7945,206.89,207.03,700678
2026-06-30 10:16:00,207.04,208.32,206.99,207.81,677695
2026-06-30 10:17:00,207.805,208.08,207.6701,207.97,301269
2026-06-30 10:18:00,207.97,208.68,207.93,208.35,479425
2026-06-30 10:19:00,208.3305,208.75,208.1,208.67,388027
2026-06-30 10:20:00,208.67,209.45,208.64,209.1288,818538
2026-06-30 10:21:00,209.12,209.16,208.68,208.9729,517889
2026-06-30 10:22:00,208.9843,209.54,208.85,209.32,542315
2026-06-30 10:23:00,209.31,209.97,209.22,209.895,921241
2026-06-30 10:24:00,209.89,209.9288,208.83,208.87,485623
2026-06-30 10:25:00,208.85,209.2,208.7601,209.07,467076
2026-06-30 10:26:00,209.07,209.99,209.05,209.72,558336
2026-06-30 10:27:00,209.786,209.94,209.45,209.78,353697
2026-06-30 10:28:00,209.7701,210.0,209.7301,209.9899,531635
2026-06-30 10:29:00,209.9722,209.99,209.58,209.8,289914
2026-06-30 10:30:00,209.77,209.99,209.31,209.8993,485601
2026-06-30 10:31:00,209.89,210.7,209.88,210.691,1244245
2026-06-30 10:32:00,210.7,211.075,210.56,210.875,768210
2026-06-30 10:33:00,210.875,211.48,210.86,211.38,681700
2026-06-30 10:34:00,211.38,211.47,210.77,210.78,680435
2026-06-30 10:35:00,210.77,211.21,210.5,210.85,588122
2026-06-30 10:36:00,210.8571,211.55,210.82,211.395,507353
2026-06-30 10:37:00,211.3921,211.3999,210.38,210.4937,512077
2026-06-30 10:38:00,210.465,210.58,210.15,210.31,525297
2026-06-30 10:39:00,210.3149,210.35,209.43,209.5099,551433
2026-06-30 10:40:00,209.49,210.2899,209.26,210.21,609933
2026-06-30 10:41:00,210.2248,210.33,208.83,208.8674,627592
2026-06-30 10:42:00,208.8832,209.67,208.83,209.5708,348738
2026-06-30 10:43:00,209.58,209.9,209.45,209.48,368872
2026-06-30 10:44:00,209.48,210.42,209.48,210.16,411997
2026-06-30 10:45:00,210.16,210.28,209.63,209.7001,338471
2026-06-30 10:46:00,209.69,209.73,208.92,209.105,433163
2026-06-30 10:47:00,209.11,209.48,209.0,209.39,269460
2026-06-30 10:48:00,209.392,209.6,208.91,209.18,372398
2026-06-30 10:49:00,209.0997,209.1641,208.63,208.7,363482
