timestamp,open,high,low,close,volume
2026-06-30 09:30:00,67.2026,67.3412,67.0937,67.1828,316353
2026-06-30 09:31:00,67.1927,67.2224,67.1333,67.1432,24109
2026-06-30 09:32:00,67.1383,67.1927,67.0937,67.163,20344
2026-06-30 09:33:00,67.163,67.163,67.064,67.0739,19414
2026-06-30 09:34:00,67.0739,67.0739,66.9849,67.0541,32910
2026-06-30 09:35:00,67.0363,67.1234,67.0363,67.1234,13142
2026-06-30 09:36:00,67.1333,67.163,67.0739,67.1234,20126
2026-06-30 09:37:00,67.1135,67.1729,67.0739,67.0739,32282
2026-06-30 09:38:00,67.0739,67.1729,67.0739,67.1629,24447
2026-06-30 09:39:00,67.1531,67.2323,67.1531,67.2323,15456
2026-06-30 09:40:00,67.213,67.2818,67.2026,67.2818,17823
2026-06-30 09:41:00,67.2818,67.3115,67.2323,67.2431,25111
2026-06-30 09:42:00,67.2416,67.2422,67.2026,67.2323,20082
2026-06-30 09:43:00,67.2373,67.3313,67.2224,67.3214,26366
2026-06-30 09:44:00,67.3313,67.4105,67.3214,67.4041,41154
2026-06-30 09:45:00,67.4055,67.5392,67.4055,67.4402,64590
2026-06-30 09:46:00,67.4402,67.4798,67.3907,67.4402,23367
2026-06-30 09:47:00,67.4402,67.5491,67.4402,67.5095,20262
2026-06-30 09:48:00,67.5045,67.5194,67.4204,67.5194,29103
2026-06-30 09:49:00,67.5144,67.5144,67.3848,67.455,23997
2026-06-30 09:50:00,67.46,67.4798,67.4006,67.4006,16591
2026-06-30 09:51:00,67.4006,67.4105,67.3776,67.3907,18083
2026-06-30 09:52:00,67.3907,67.4402,67.3808,67.4401,19274
2026-06-30 09:53:00,67.4303,67.4501,67.4006,67.4237,15844
2026-06-30 09:54:00,67.4204,67.46,67.4105,67.46,13815
2026-06-30 09:55:00,67.455,67.455,67.4284,67.4501,22306
2026-06-30 09:56:00,67.4455,67.455,67.3907,67.4105,19720
2026-06-30 09:57:00,67.4104,67.4402,67.3907,67.4253,19516
2026-06-30 09:58:00,67.4204,67.4501,67.3956,67.4105,16662
2026-06-30 09:59:00,67.4204,67.4204,67.3462,67.3611,21297
2026-06-30 10:00:00,67.3808,67.4451,67.3709,67.3709,51127
2026-06-30 10:01:00,67.366,67.366,67.2719,67.2719,31983
2026-06-30 10:02:00,67.262,67.2769,67.2521,67.2769,21622
2026-06-30 10:03:00,67.2769,67.2818,67.2323,67.2769,19519
2026-06-30 10:04:00,67.2769,67.2818,67.1878,67.2026,29911
2026-06-30 10:05:00,67.2026,67.2125,67.1828,67.1878,50301
2026-06-30 10:06:00,67.1878,67.2274,67.1828,67.1916,33877
2026-06-30 10:07:00,67.1878,67.1878,67.1531,67.1878,35335
2026-06-30 10:08:00,67.1878,67.2175,67.1531,67.2076,20699
2026-06-30 10:09:00,67.2178,67.2323,67.1779,67.1828,18317
2026-06-30 10:10:00,67.1927,67.2224,67.1828,67.2224,14619
2026-06-30 10:11:00,67.2175,67.2224,67.1729,67.1927,19707
2026-06-30 10:12:00,67.1828,67.1927,67.1234,67.1234,17829
2026-06-30 10:13:00,67.1234,67.1333,67.1035,67.1135,22643
2026-06-30 10:14:00,67.1135,67.1333,67.0987,67.0987,17799
2026-06-30 10:15:00,67.0937,67.1482,67.0888,67.1387,17718
2026-06-30 10:16:00,67.1333,67.1482,67.0888,67.1036,19262
2026-06-30 10:17:00,67.1036,67.1135,67.0541,67.0541,28474
2026-06-30 10:18:00,67.0541,67.0541,67.0343,67.0393,51892
2026-06-30 10:19:00,67.0393,67.0393,66.9948,66.9997,19143
2026-06-30 10:20:00,67.0046,67.0145,66.9849,66.9849,16411
